started_at,ended_at,duration,start_station_id,start_station_name,start_station_description,start_station_latitude,start_station_longitude,end_station_id,end_station_name,end_station_description,end_station_latitude,end_station_longitude
2019-08-01 16:58:50.026000+00:00,2019-08-01 17:44:06.738000+00:00,2716,285,Ocean Terminal,Debenhams / Puregym entrance,55.98128601,-3.176351264,259,St Andrew Square,North East corner,55.95490573,-3.192443757
2019-08-01 16:59:02.309000+00:00,2019-08-01 17:44:01.503000+00:00,2699,285,Ocean Terminal,Debenhams / Puregym entrance,55.98128601,-3.176351264,259,St Andrew Square,North East corner,55.95490573,-3.192443757
2019-08-01 16:59:09.047000+00:00,2019-08-01 17:10:16.207000+00:00,667,1026,Constitution Street,Next to Burns Statue,55.97544143,-3.166806411,261,Brunswick Place,Junction Brunswick Street and Elm Row,55.96092975,-3.181005315
2019-08-01 17:00:38.820000+00:00,2019-08-01 17:21:25.877000+00:00,1247,265,Meadows East,Melville Terrace,55.93980947,-3.182738851,866,Comely Bank Road,Between trees on Comely Bank Road,55.95940687,-3.215659821
2019-08-01 17:01:02.917000+00:00,2019-08-01 17:08:20.665000+00:00,437,259,St Andrew Square,North East corner,55.95490573,-3.192443757,358,Leith Walk,Leith Walk opposite Dalmeny Street,55.96503981,-3.176686415
2019-08-01 17:03:01.790000+00:00,2019-08-01 17:27:23.775000+00:00,1461,254,Kings Building 3,Kings Building House,55.92347881,-3.175384585,1025,Dundee Terrace,,55.9397099,-3.220588934
2019-08-01 17:03:35.538000+00:00,2019-08-01 17:09:47.988000+00:00,372,256,St Andrews House,beside Jacobs ladder,55.95316433,-3.181682341,358,Leith Walk,Leith Walk opposite Dalmeny Street,55.96503981,-3.176686415
2019-08-01 17:03:50.180000+00:00,2019-08-01 17:18:03.978000+00:00,853,258,Stockbridge,Hamilton Place by Dean Bank Lane,55.95856559,-3.208070182,250,Victoria Quay,Entrance to Scottish Government Office,55.97761715,-3.174126319
2019-08-01 17:04:27.038000+00:00,2019-08-01 17:12:03.850000+00:00,456,251,Waverley Station,Platform level near Calton Road Exit,55.95264104,-3.187526919,870,Hillside Crescent,East corner of Hillside Crescent & London Road,55.9577928,-3.175798619
2019-08-01 17:05:17.425000+00:00,2019-08-01 17:36:13.659000+00:00,1856,870,Hillside Crescent,East corner of Hillside Crescent & London Road,55.9577928,-3.175798619,257,Portobello,Edinburgh Leisure Tumbles Centre,55.95700431,-3.116888119
2019-08-01 17:05:45.522000+00:00,2019-08-01 17:36:13.976000+00:00,1828,870,Hillside Crescent,East corner of Hillside Crescent & London Road,55.9577928,-3.175798619,257,Portobello,Edinburgh Leisure Tumbles Centre,55.95700431,-3.116888119
2019-08-01 17:06:46.596000+00:00,2019-08-01 17:15:29.205000+00:00,522,289,Castle Street,Near Rose Street,55.95150074,-3.203183907,868,Dundas Street,Corner of Dundas Street & Henderson Row,55.96094447,-3.201386994
2019-08-01 17:07:02.952000+00:00,2019-08-01 17:17:59.127000+00:00,656,248,Bristo Square,"Bristo Square, near Potterrow",55.94583372,-3.189053072,290,Bruntsfield links,Corner of Bruntsfield Terrace and Bruntsfield Place,55.93715871,-3.20643533
2019-08-01 17:08:12.020000+00:00,2019-08-01 17:25:08.509000+00:00,1016,259,St Andrew Square,North East corner,55.95490573,-3.192443757,1026,Constitution Street,Next to Burns Statue,55.97544143,-3.166806411
2019-08-01 17:08:31.222000+00:00,2019-08-01 17:23:06.015000+00:00,874,265,Meadows East,Melville Terrace,55.93980947,-3.182738851,247,Charlotte Square,North Corner of Charlotte Square,55.95233546,-3.207101172
2019-08-01 17:08:50.470000+00:00,2019-08-01 17:29:57.558000+00:00,1267,246,Royal Commonwealth Pool,Royal Commonwealth Pool Entrance,55.93900025,-3.173923554,1025,Dundee Terrace,,55.9397099,-3.220588934
2019-08-01 17:09:05.041000+00:00,2019-08-01 17:29:59.279000+00:00,1254,246,Royal Commonwealth Pool,Royal Commonwealth Pool Entrance,55.93900025,-3.173923554,1025,Dundee Terrace,,55.9397099,-3.220588934
2019-08-01 17:10:18.426000+00:00,2019-08-01 17:36:41.486000+00:00,1583,868,Dundas Street,Corner of Dundas Street & Henderson Row,55.96094447,-3.201386994,257,Portobello,Edinburgh Leisure Tumbles Centre,55.95700431,-3.116888119
2019-08-01 17:15:11.824000+00:00,2019-08-01 18:12:36.987000+00:00,3445,1024,Meadow Place 2,,55.94023763,-3.194640214,1025,Dundee Terrace,,55.9397099,-3.220588934
2019-08-01 17:15:25.215000+00:00,2019-08-01 17:44:01.511000+00:00,1716,358,Leith Walk,Leith Walk opposite Dalmeny Street,55.96503981,-3.176686415,1026,Constitution Street,Next to Burns Statue,55.97544143,-3.166806411
2019-08-01 17:15:47.262000+00:00,2019-08-01 17:35:12.513000+00:00,1165,246,Royal Commonwealth Pool,Royal Commonwealth Pool Entrance,55.93900025,-3.173923554,257,Portobello,Edinburgh Leisure Tumbles Centre,55.95700431,-3.116888119
2019-08-01 17:16:23.902000+00:00,2019-08-01 17:23:57.292000+00:00,453,358,Leith Walk,Leith Walk opposite Dalmeny Street,55.96503981,-3.176686415,1026,Constitution Street,Next to Burns Statue,55.97544143,-3.166806411
2019-08-01 17:17:28.854000+00:00,2019-08-01 17:28:22.600000+00:00,653,183,Waverley Bridge,near the top of the South ramp,55.9513444,-3.191420999,265,Meadows East,Melville Terrace,55.93980947,-3.182738851
2019-08-01 17:17:31.146000+00:00,2019-08-01 17:21:28.782000+00:00,237,870,Hillside Crescent,East corner of Hillside Crescent & London Road,55.9577928,-3.175798619,261,Brunswick Place,Junction Brunswick Street and Elm Row,55.96092975,-3.181005315
2019-08-01 17:18:10.142000+00:00,2019-08-01 17:21:32.708000+00:00,202,870,Hillside Crescent,East corner of Hillside Crescent & London Road,55.9577928,-3.175798619,261,Brunswick Place,Junction Brunswick Street and Elm Row,55.96092975,-3.181005315
2019-08-01 17:21:17.509000+00:00,2019-08-01 17:40:18.270000+00:00,1140,254,Kings Building 3,Kings Building House,55.92347881,-3.175384585,183,Waverley Bridge,near the top of the South ramp,55.9513444,-3.191420999
2019-08-01 17:25:25.121000+00:00,2019-08-01 17:38:48.576000+00:00,803,254,Kings Building 3,Kings Building House,55.92347881,-3.175384585,265,Meadows East,Melville Terrace,55.93980947,-3.182738851
2019-08-01 17:26:44.459000+00:00,2019-08-01 17:35:40.495000+00:00,536,1024,Meadow Place 2,,55.94023763,-3.194640214,1018,Hunter Square,Next to Tron Kirk at top of Blair Street,55.94969158,-3.187812819
2019-08-01 17:27:43.785000+00:00,2019-08-01 17:44:35.464000+00:00,1011,254,Kings Building 3,Kings Building House,55.92347881,-3.175384585,1025,Dundee Terrace,,55.9397099,-3.220588934
2019-08-01 17:27:59.672000+00:00,2019-08-01 17:49:15.702000+00:00,1276,285,Ocean Terminal,Debenhams / Puregym entrance,55.98128601,-3.176351264,257,Portobello,Edinburgh Leisure Tumbles Centre,55.95700431,-3.116888119
2019-08-01 17:28:25.582000+00:00,2019-08-01 17:42:46.830000+00:00,861,884,IGMM,IGMM at Western General Hospital,55.96248693,-3.232031328,881,Tollcross,Outside Piccolino,55.9442807,-3.202964359
2019-08-01 17:29:41.760000+00:00,2019-08-01 17:43:27.459000+00:00,825,258,Stockbridge,Hamilton Place by Dean Bank Lane,55.95856559,-3.208070182,261,Brunswick Place,Junction Brunswick Street and Elm Row,55.96092975,-3.181005315
2019-08-01 17:30:02.076000+00:00,2019-08-01 18:22:51.250000+00:00,3169,247,Charlotte Square,North Corner of Charlotte Square,55.95233546,-3.207101172,247,Charlotte Square,North Corner of Charlotte Square,55.95233546,-3.207101172
2019-08-01 17:30:46.907000+00:00,2019-08-01 17:53:31.587000+00:00,1364,225,Waverley Court,On Waverley Court forecourt,55.9517345,-3.184178535,289,Castle Street,Near Rose Street,55.95150074,-3.203183907
2019-08-01 17:31:09.414000+00:00,2019-08-01 17:53:08.664000+00:00,1319,225,Waverley Court,On Waverley Court forecourt,55.9517345,-3.184178535,289,Castle Street,Near Rose Street,55.95150074,-3.203183907
2019-08-01 17:33:24.673000+00:00,2019-08-01 17:46:37.481000+00:00,792,250,Victoria Quay,Entrance to Scottish Government Office,55.97761715,-3.174126319,262,Canonmills,near Tesco's,55.96280409,-3.196283585
2019-08-01 17:33:26.505000+00:00,2019-08-01 18:19:03.219000+00:00,2736,250,Victoria Quay,Entrance to Scottish Government Office,55.97761715,-3.174126319,285,Ocean Terminal,Debenhams / Puregym entrance,55.98128601,-3.176351264
2019-08-01 17:33:28.064000+00:00,2019-08-01 18:19:08.178000+00:00,2740,250,Victoria Quay,Entrance to Scottish Government Office,55.97761715,-3.174126319,285,Ocean Terminal,Debenhams / Puregym entrance,55.98128601,-3.176351264
2019-08-01 17:33:52.258000+00:00,2019-08-01 17:45:42.519000+00:00,710,296,Castle Terrace,Corner of Castle Terrace and Lady Lawson St,55.94676649,-3.202037829,346,Morningside Road,Corner of Morningside Road & Morningside Park by M & S car park,55.92798551,-3.209738737
2019-08-01 17:36:48.058000+00:00,2019-08-01 17:43:51.391000+00:00,423,246,Royal Commonwealth Pool,Royal Commonwealth Pool Entrance,55.93900025,-3.173923554,890,West Crosscauseway,Corner of West Crosscauseway & Buccleugh Street,55.94386198,-3.184972223
2019-08-01 17:37:52.976000+00:00,2019-08-01 17:47:51.287000+00:00,598,189,City Chambers,City Chambers Quadrangle,55.95010933,-3.19025777,357,Macdonald Road,Macdonald Road,55.96399515,-3.185188768
2019-08-01 17:39:10.134000+00:00,2019-08-01 18:37:26.376000+00:00,3496,1024,Meadow Place 2,,55.94023763,-3.194640214,250,Victoria Quay,Entrance to Scottish Government Office,55.97761715,-3.174126319
2019-08-01 17:43:23.338000+00:00,2019-08-01 17:56:20.195000+00:00,776,366,Dudley Gardens,Corner of Dudley Gardens on Newhaven Road,55.97592063,-3.191346079,866,Comely Bank Road,Between trees on Comely Bank Road,55.95940687,-3.215659821
2019-08-01 17:44:04.950000+00:00,2019-08-01 17:54:12.463000+00:00,607,358,Leith Walk,Leith Walk opposite Dalmeny Street,55.96503981,-3.176686415,366,Dudley Gardens,Corner of Dudley Gardens on Newhaven Road,55.97592063,-3.191346079
2019-08-01 17:44:09.501000+00:00,2019-08-01 17:48:45.952000+00:00,276,356,East London Street,Outside St. Mary's Primary School,55.95994339,-3.187329202,355,Inverleith Row,Corner of Inverleith Row & Inverleith Terrace,55.9641456,-3.202073561
2019-08-01 17:44:10.721000+00:00,2019-08-01 17:48:56.162000+00:00,285,356,East London Street,Outside St. Mary's Primary School,55.95994339,-3.187329202,355,Inverleith Row,Corner of Inverleith Row & Inverleith Terrace,55.9641456,-3.202073561
2019-08-01 17:46:22.386000+00:00,2019-08-01 18:07:56.692000+00:00,1294,225,Waverley Court,On Waverley Court forecourt,55.9517345,-3.184178535,1026,Constitution Street,Next to Burns Statue,55.97544143,-3.166806411
2019-08-01 17:46:27.183000+00:00,2019-08-01 18:20:53.697000+00:00,2066,248,Bristo Square,"Bristo Square, near Potterrow",55.94583372,-3.189053072,248,Bristo Square,"Bristo Square, near Potterrow",55.94583372,-3.189053072
2019-08-01 17:47:41.735000+00:00,2019-08-01 18:18:25.047000+00:00,1843,289,Castle Street,Near Rose Street,55.95150074,-3.203183907,253,Kings Building 2,Sanderson Building,55.92320216,-3.171646245
2019-08-01 17:49:37.488000+00:00,2019-08-01 19:40:42.461000+00:00,6664,366,Dudley Gardens,Corner of Dudley Gardens on Newhaven Road,55.97592063,-3.191346079,366,Dudley Gardens,Corner of Dudley Gardens on Newhaven Road,55.97592063,-3.191346079
2019-08-01 17:51:27.360000+00:00,2019-08-01 18:31:30.159000+00:00,2402,289,Castle Street,Near Rose Street,55.95150074,-3.203183907,289,Castle Street,Near Rose Street,55.95150074,-3.203183907
2019-08-01 17:51:34.744000+00:00,2019-08-01 18:02:42.589000+00:00,667,289,Castle Street,Near Rose Street,55.95150074,-3.203183907,870,Hillside Crescent,East corner of Hillside Crescent & London Road,55.9577928,-3.175798619
2019-08-01 17:52:10.352000+00:00,2019-08-01 18:12:26.747000+00:00,1216,296,Castle Terrace,Corner of Castle Terrace and Lady Lawson St,55.94676649,-3.202037829,357,Macdonald Road,Macdonald Road,55.96399515,-3.185188768
2019-08-01 17:53:06.843000+00:00,2019-08-01 18:11:35.118000+00:00,1108,246,Royal Commonwealth Pool,Royal Commonwealth Pool Entrance,55.93900025,-3.173923554,870,Hillside Crescent,East corner of Hillside Crescent & London Road,55.9577928,-3.175798619
2019-08-01 17:53:20.993000+00:00,2019-08-01 18:07:32.752000+00:00,851,248,Bristo Square,"Bristo Square, near Potterrow",55.94583372,-3.189053072,253,Kings Building 2,Sanderson Building,55.92320216,-3.171646245
2019-08-01 17:54:31.126000+00:00,2019-08-01 18:07:55.335000+00:00,804,870,Hillside Crescent,East corner of Hillside Crescent & London Road,55.9577928,-3.175798619,265,Meadows East,Melville Terrace,55.93980947,-3.182738851
2019-08-01 17:54:53.215000+00:00,2019-08-01 19:45:07.020000+00:00,6613,366,Dudley Gardens,Corner of Dudley Gardens on Newhaven Road,55.97592063,-3.191346079,366,Dudley Gardens,Corner of Dudley Gardens on Newhaven Road,55.97592063,-3.191346079
2019-08-01 17:55:03.215000+00:00,2019-08-01 18:53:02.336000+00:00,3479,289,Castle Street,Near Rose Street,55.95150074,-3.203183907,289,Castle Street,Near Rose Street,55.95150074,-3.203183907
2019-08-01 17:59:16.010000+00:00,2019-08-01 18:05:59.078000+00:00,403,259,St Andrew Square,North East corner,55.95490573,-3.192443757,356,East London Street,Outside St. Mary's Primary School,55.95994339,-3.187329202
2019-08-01 17:59:21.438000+00:00,2019-08-01 18:18:36.842000+00:00,1155,262,Canonmills,near Tesco's,55.96280409,-3.196283585,358,Leith Walk,Leith Walk opposite Dalmeny Street,55.96503981,-3.176686415
2019-08-01 18:01:44.339000+00:00,2019-08-01 18:08:44.982000+00:00,420,252,Kings Buildings 1,Grant Institute,55.92418541,-3.17383083,359,Causewayside,Causewayside outside NLS,55.93642988,-3.180114904
2019-08-01 18:03:13.764000+00:00,2019-08-01 18:41:27.400000+00:00,2293,885,Wester Coates Terrace,Corner of Wester Coates Terrace & Roseburn Terrace,55.9456092,-3.231715619,885,Wester Coates Terrace,Corner of Wester Coates Terrace & Roseburn Terrace,55.9456092,-3.231715619
2019-08-01 18:05:36.329000+00:00,2019-08-01 18:19:34.322000+00:00,837,289,Castle Street,Near Rose Street,55.95150074,-3.203183907,262,Canonmills,near Tesco's,55.96280409,-3.196283585
2019-08-01 18:06:11.843000+00:00,2019-08-01 18:50:39.916000+00:00,2668,259,St Andrew Square,North East corner,55.95490573,-3.192443757,257,Portobello,Edinburgh Leisure Tumbles Centre,55.95700431,-3.116888119
2019-08-01 18:06:27.962000+00:00,2019-08-01 18:30:26.583000+00:00,1438,290,Bruntsfield links,Corner of Bruntsfield Terrace and Bruntsfield Place,55.93715871,-3.20643533,358,Leith Walk,Leith Walk opposite Dalmeny Street,55.96503981,-3.176686415
2019-08-01 18:07:38.641000+00:00,2019-08-01 18:24:04.258000+00:00,985,355,Inverleith Row,Corner of Inverleith Row & Inverleith Terrace,55.9641456,-3.202073561,1026,Constitution Street,Next to Burns Statue,55.97544143,-3.166806411
2019-08-01 18:11:42.920000+00:00,2019-08-01 18:28:52.145000+00:00,1029,355,Inverleith Row,Corner of Inverleith Row & Inverleith Terrace,55.9641456,-3.202073561,347,Simon Square,Corner of Simon Square & Gilmour Street,55.9448678,-3.182670511
2019-08-01 18:12:43.922000+00:00,2019-08-01 18:14:34.286000+00:00,110,1025,Dundee Terrace,,55.9397099,-3.220588934,1025,Dundee Terrace,,55.9397099,-3.220588934
2019-08-01 18:14:14.511000+00:00,2019-08-01 19:28:52.281000+00:00,4477,366,Dudley Gardens,Corner of Dudley Gardens on Newhaven Road,55.97592063,-3.191346079,285,Ocean Terminal,Debenhams / Puregym entrance,55.98128601,-3.176351264
2019-08-01 18:16:35.295000+00:00,2019-08-01 18:23:42.067000+00:00,426,347,Simon Square,Corner of Simon Square & Gilmour Street,55.9448678,-3.182670511,1024,Meadow Place 2,,55.94023763,-3.194640214
2019-08-01 18:17:42.950000+00:00,2019-08-01 18:26:35.958000+00:00,533,248,Bristo Square,"Bristo Square, near Potterrow",55.94583372,-3.189053072,249,Fountainbridge,Fountainbridge by Gardner's Crescent,55.94335693,-3.209247502
2019-08-01 18:18:07.115000+00:00,2019-08-01 18:25:08.946000+00:00,421,262,Canonmills,near Tesco's,55.96280409,-3.196283585,258,Stockbridge,Hamilton Place by Dean Bank Lane,55.95856559,-3.208070182
2019-08-01 18:19:57.249000+00:00,2019-08-01 18:36:43.958000+00:00,1006,189,City Chambers,City Chambers Quadrangle,55.95010933,-3.19025777,262,Canonmills,near Tesco's,55.96280409,-3.196283585
2019-08-01 18:20:27.959000+00:00,2019-08-01 18:32:32.715000+00:00,724,260,Lauriston Place,near Chalmers Street,55.94477165,-3.197265856,256,St Andrews House,beside Jacobs ladder,55.95316433,-3.181682341
2019-08-01 18:20:45.392000+00:00,2019-08-01 18:29:20.866000+00:00,515,260,Lauriston Place,near Chalmers Street,55.94477165,-3.197265856,887,Roseburn Street,Corner of Roseburn Street & Russell Gardens,55.94446626,-3.234541218
2019-08-01 18:21:41.735000+00:00,2019-08-01 18:27:25.915000+00:00,344,356,East London Street,Outside St. Mary's Primary School,55.95994339,-3.187329202,258,Stockbridge,Hamilton Place by Dean Bank Lane,55.95856559,-3.208070182
2019-08-01 18:23:09.816000+00:00,2019-08-01 19:17:04.208000+00:00,3234,247,Charlotte Square,North Corner of Charlotte Square,55.95233546,-3.207101172,885,Wester Coates Terrace,Corner of Wester Coates Terrace & Roseburn Terrace,55.9456092,-3.231715619
2019-08-01 18:23:58.117000+00:00,2019-08-01 18:45:50.919000+00:00,1312,259,St Andrew Square,North East corner,55.95490573,-3.192443757,358,Leith Walk,Leith Walk opposite Dalmeny Street,55.96503981,-3.176686415
2019-08-01 18:27:45.376000+00:00,2019-08-01 18:47:19.848000+00:00,1174,879,Gladstone Terrace,Corner of Gladstone Terrace & Sciennes ROad,55.9380244,-3.18497921,890,West Crosscauseway,Corner of West Crosscauseway & Buccleugh Street,55.94386198,-3.184972223
2019-08-01 18:28:56.701000+00:00,2019-08-01 18:41:42.231000+00:00,765,248,Bristo Square,"Bristo Square, near Potterrow",55.94583372,-3.189053072,356,East London Street,Outside St. Mary's Primary School,55.95994339,-3.187329202
2019-08-01 18:31:07.865000+00:00,2019-08-01 18:40:46.680000+00:00,578,355,Inverleith Row,Corner of Inverleith Row & Inverleith Terrace,55.9641456,-3.202073561,356,East London Street,Outside St. Mary's Primary School,55.95994339,-3.187329202
2019-08-01 18:31:31.524000+00:00,2019-08-01 18:42:15.439000+00:00,643,355,Inverleith Row,Corner of Inverleith Row & Inverleith Terrace,55.9641456,-3.202073561,356,East London Street,Outside St. Mary's Primary School,55.95994339,-3.187329202
2019-08-01 18:31:52.871000+00:00,2019-08-01 19:20:32.095000+00:00,2919,257,Portobello,Edinburgh Leisure Tumbles Centre,55.95700431,-3.116888119,265,Meadows East,Melville Terrace,55.93980947,-3.182738851
2019-08-01 18:32:18.996000+00:00,2019-08-01 19:21:09.514000+00:00,2930,257,Portobello,Edinburgh Leisure Tumbles Centre,55.95700431,-3.116888119,265,Meadows East,Melville Terrace,55.93980947,-3.182738851
2019-08-01 18:38:21.872000+00:00,2019-08-01 18:40:54.348000+00:00,152,870,Hillside Crescent,East corner of Hillside Crescent & London Road,55.9577928,-3.175798619,870,Hillside Crescent,East corner of Hillside Crescent & London Road,55.9577928,-3.175798619
2019-08-01 18:40:53.498000+00:00,2019-08-01 19:34:08.465000+00:00,3194,247,Charlotte Square,North Corner of Charlotte Square,55.95233546,-3.207101172,355,Inverleith Row,Corner of Inverleith Row & Inverleith Terrace,55.9641456,-3.202073561
2019-08-01 18:45:25.218000+00:00,2019-08-01 18:54:15.906000+00:00,530,344,Marchmont Crescent,Corner of Marchmont Crescent & Marchmont Road,55.9363975,-3.194252203,248,Bristo Square,"Bristo Square, near Potterrow",55.94583372,-3.189053072
2019-08-01 18:46:03.461000+00:00,2019-08-01 19:23:12.146000+00:00,2228,285,Ocean Terminal,Debenhams / Puregym entrance,55.98128601,-3.176351264,862,Cramond Foreshore,Cramond foreshore by turning circle,55.98002374,-3.300622017
2019-08-01 18:46:12.710000+00:00,2019-08-01 19:04:08.957000+00:00,1076,874,Edinburgh Zoo,Outside zoo gatehouse,55.94211968,-3.269279524,873,Corstorphine Road,Outside Forestry & Land Scotland,55.94174288,-3.271484361
2019-08-01 18:50:46.396000+00:00,2019-08-01 19:03:24.399000+00:00,758,260,Lauriston Place,near Chalmers Street,55.94477165,-3.197265856,356,East London Street,Outside St. Mary's Primary School,55.95994339,-3.187329202
2019-08-01 18:52:45.938000+00:00,2019-08-01 19:00:59.401000+00:00,493,253,Kings Building 2,Sanderson Building,55.92320216,-3.171646245,265,Meadows East,Melville Terrace,55.93980947,-3.182738851
2019-08-01 18:54:54.719000+00:00,2019-08-01 19:45:16.285000+00:00,3021,870,Hillside Crescent,East corner of Hillside Crescent & London Road,55.9577928,-3.175798619,1026,Constitution Street,Next to Burns Statue,55.97544143,-3.166806411
2019-08-01 18:54:57.461000+00:00,2019-08-01 19:41:56.968000+00:00,2819,870,Hillside Crescent,East corner of Hillside Crescent & London Road,55.9577928,-3.175798619,1026,Constitution Street,Next to Burns Statue,55.97544143,-3.166806411
2019-08-01 18:56:17.346000+00:00,2019-08-01 19:19:02.535000+00:00,1365,248,Bristo Square,"Bristo Square, near Potterrow",55.94583372,-3.189053072,1025,Dundee Terrace,,55.9397099,-3.220588934
2019-08-01 18:57:12.694000+00:00,2019-08-01 19:41:39.467000+00:00,2666,341,Warrender Park Road,Corner of Warrender Park Road & Spottiswoode Street,55.93836306,-3.198031182,258,Stockbridge,Hamilton Place by Dean Bank Lane,55.95856559,-3.208070182
2019-08-01 18:59:56.659000+00:00,2019-08-01 19:13:12.895000+00:00,796,1017,Crichton Street,East end of street,55.94478428,-3.186906245,262,Canonmills,near Tesco's,55.96280409,-3.196283585
2019-08-01 19:00:53.782000+00:00,2019-08-01 19:21:36.170000+00:00,1242,358,Leith Walk,Leith Walk opposite Dalmeny Street,55.96503981,-3.176686415,890,West Crosscauseway,Corner of West Crosscauseway & Buccleugh Street,55.94386198,-3.184972223
2019-08-01 19:12:25.474000+00:00,2019-08-01 19:25:55.185000+00:00,809,262,Canonmills,near Tesco's,55.96280409,-3.196283585,250,Victoria Quay,Entrance to Scottish Government Office,55.97761715,-3.174126319
2019-08-01 19:17:13.850000+00:00,2019-08-01 19:36:17.148000+00:00,1143,248,Bristo Square,"Bristo Square, near Potterrow",55.94583372,-3.189053072,356,East London Street,Outside St. Mary's Primary School,55.95994339,-3.187329202
2019-08-01 19:17:23.838000+00:00,2019-08-01 19:50:01.550000+00:00,1957,885,Wester Coates Terrace,Corner of Wester Coates Terrace & Roseburn Terrace,55.9456092,-3.231715619,881,Tollcross,Outside Piccolino,55.9442807,-3.202964359
2019-08-01 19:19:26.475000+00:00,2019-08-01 19:29:24.359000+00:00,597,247,Charlotte Square,North Corner of Charlotte Square,55.95233546,-3.207101172,356,East London Street,Outside St. Mary's Primary School,55.95994339,-3.187329202
2019-08-01 19:20:13.776000+00:00,2019-08-01 19:27:21.289000+00:00,427,881,Tollcross,Outside Piccolino,55.9442807,-3.202964359,290,Bruntsfield links,Corner of Bruntsfield Terrace and Bruntsfield Place,55.93715871,-3.20643533
2019-08-01 19:27:11.969000+00:00,2019-08-01 19:38:32.933000+00:00,680,1025,Dundee Terrace,,55.9397099,-3.220588934,890,West Crosscauseway,Corner of West Crosscauseway & Buccleugh Street,55.94386198,-3.184972223
2019-08-01 19:29:14.846000+00:00,2019-08-01 20:00:42.758000+00:00,1887,358,Leith Walk,Leith Walk opposite Dalmeny Street,55.96503981,-3.176686415,290,Bruntsfield links,Corner of Bruntsfield Terrace and Bruntsfield Place,55.93715871,-3.20643533
2019-08-01 19:32:11.722000+00:00,2019-08-01 20:18:24.212000+00:00,2772,247,Charlotte Square,North Corner of Charlotte Square,55.95233546,-3.207101172,862,Cramond Foreshore,Cramond foreshore by turning circle,55.98002374,-3.300622017
2019-08-01 19:32:44.376000+00:00,2019-08-01 20:01:47.122000+00:00,1742,247,Charlotte Square,North Corner of Charlotte Square,55.95233546,-3.207101172,862,Cramond Foreshore,Cramond foreshore by turning circle,55.98002374,-3.300622017
2019-08-01 19:33:40.604000+00:00,2019-08-01 19:49:03.075000+00:00,922,865,Craigleith Road,Craigleith road by bus stop,55.95661859,-3.237802968,296,Castle Terrace,Corner of Castle Terrace and Lady Lawson St,55.94676649,-3.202037829
2019-08-01 19:36:40.835000+00:00,2019-08-01 19:51:17.918000+00:00,877,358,Leith Walk,Leith Walk opposite Dalmeny Street,55.96503981,-3.176686415,189,City Chambers,City Chambers Quadrangle,55.95010933,-3.19025777
2019-08-01 19:41:09.604000+00:00,2019-08-01 20:10:03.452000+00:00,1733,256,St Andrews House,beside Jacobs ladder,55.95316433,-3.181682341,257,Portobello,Edinburgh Leisure Tumbles Centre,55.95700431,-3.116888119
2019-08-01 19:41:25.772000+00:00,2019-08-01 19:48:59.161000+00:00,453,344,Marchmont Crescent,Corner of Marchmont Crescent & Marchmont Road,55.9363975,-3.194252203,248,Bristo Square,"Bristo Square, near Potterrow",55.94583372,-3.189053072
2019-08-01 19:42:32.161000+00:00,2019-08-01 20:36:18.329000+00:00,3226,258,Stockbridge,Hamilton Place by Dean Bank Lane,55.95856559,-3.208070182,341,Warrender Park Road,Corner of Warrender Park Road & Spottiswoode Street,55.93836306,-3.198031182
2019-08-01 19:43:03.315000+00:00,2019-08-01 19:47:56.607000+00:00,293,359,Causewayside,Causewayside outside NLS,55.93642988,-3.180114904,1017,Crichton Street,East end of street,55.94478428,-3.186906245
2019-08-01 19:43:40.109000+00:00,2019-08-01 19:55:05.563000+00:00,685,248,Bristo Square,"Bristo Square, near Potterrow",55.94583372,-3.189053072,358,Leith Walk,Leith Walk opposite Dalmeny Street,55.96503981,-3.176686415
2019-08-01 19:44:59.191000+00:00,2019-08-01 20:27:52.507000+00:00,2573,344,Marchmont Crescent,Corner of Marchmont Crescent & Marchmont Road,55.9363975,-3.194252203,881,Tollcross,Outside Piccolino,55.9442807,-3.202964359
2019-08-01 19:45:03.197000+00:00,2019-08-01 19:51:02.630000+00:00,359,265,Meadows East,Melville Terrace,55.93980947,-3.182738851,1017,Crichton Street,East end of street,55.94478428,-3.186906245
2019-08-01 19:45:31.861000+00:00,2019-08-01 20:06:46.910000+00:00,1275,1026,Constitution Street,Next to Burns Statue,55.97544143,-3.166806411,257,Portobello,Edinburgh Leisure Tumbles Centre,55.95700431,-3.116888119
2019-08-01 19:45:35.628000+00:00,2019-08-01 20:02:41.958000+00:00,1026,259,St Andrew Square,North East corner,55.95490573,-3.192443757,265,Meadows East,Melville Terrace,55.93980947,-3.182738851
2019-08-01 19:45:40.469000+00:00,2019-08-01 20:05:34.768000+00:00,1194,1026,Constitution Street,Next to Burns Statue,55.97544143,-3.166806411,257,Portobello,Edinburgh Leisure Tumbles Centre,55.95700431,-3.116888119
2019-08-01 19:45:52.649000+00:00,2019-08-01 20:52:22.118000+00:00,3989,225,Waverley Court,On Waverley Court forecourt,55.9517345,-3.184178535,257,Portobello,Edinburgh Leisure Tumbles Centre,55.95700431,-3.116888119
2019-08-01 19:49:06.301000+00:00,2019-08-01 20:00:52.222000+00:00,705,1017,Crichton Street,East end of street,55.94478428,-3.186906245,1025,Dundee Terrace,,55.9397099,-3.220588934
